sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Supreme Court Simulator Design,remand-override-window-package,extreme-emergency-pressure,scd__extreme-emergency-pressure,Supreme Court Simulator Design: Extreme Emergency Pressure,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.518,0.609,0.618,0.632,0.665,0.621,0.041,0.141,0.587,0.081
Supreme Court Simulator Design,panel-jurisdiction-safeguards,extreme-emergency-pressure,scd__extreme-emergency-pressure,Supreme Court Simulator Design: Extreme Emergency Pressure,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.514,0.576,0.619,0.614,0.652,0.625,0.070,0.167,0.601,0.104
Supreme Court Simulator Design,council-concrete-hybrid,extreme-emergency-pressure,scd__extreme-emergency-pressure,Supreme Court Simulator Design: Extreme Emergency Pressure,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.511,0.579,0.631,0.647,0.670,0.672,0.038,0.180,0.603,0.112
Supreme Court Simulator Design,judicial-electorate-selection,extreme-emergency-pressure,scd__extreme-emergency-pressure,Supreme Court Simulator Design: Extreme Emergency Pressure,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.507,0.556,0.632,0.621,0.655,0.608,0.035,0.182,0.595,0.128
Supreme Court Simulator Design,current-us-like,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.622,0.707,0.639,0.568,0.743,0.480,0.022,0.178,0.332,0.008
Supreme Court Simulator Design,term-limited-balanced,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.636,0.715,0.642,0.574,0.777,0.571,0.022,0.051,0.310,0.012
Supreme Court Simulator Design,nonpartisan-commission,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.634,0.717,0.642,0.575,0.778,0.575,0.018,0.054,0.312,0.012
Supreme Court Simulator Design,expanded-court-fifteen,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.630,0.715,0.642,0.572,0.776,0.576,0.014,0.054,0.310,0.012
Supreme Court Simulator Design,supermajority-review,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.635,0.716,0.635,0.569,0.773,0.560,0.022,0.046,0.310,0.011
Supreme Court Simulator Design,recusal-and-emergency-reform,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.632,0.716,0.642,0.573,0.777,0.573,0.023,0.053,0.310,0.012
Supreme Court Simulator Design,panel-en-banc,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.632,0.716,0.645,0.577,0.780,0.618,0.026,0.055,0.313,0.011
Supreme Court Simulator Design,cross-checking-courts,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.619,0.711,0.631,0.570,0.779,0.578,0.009,0.047,0.331,0.008
Supreme Court Simulator Design,dual-supreme-courts,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.611,0.700,0.643,0.576,0.776,0.583,0.009,0.047,0.338,0.014
Supreme Court Simulator Design,comparative-constitutional-senates,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.625,0.718,0.633,0.568,0.779,0.608,0.013,0.046,0.310,0.009
Supreme Court Simulator Design,constitutional-council,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.628,0.718,0.644,0.587,0.786,0.624,0.021,0.055,0.321,0.012
Supreme Court Simulator Design,legislative-override,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.632,0.714,0.644,0.579,0.778,0.579,0.008,0.055,0.322,0.013
Supreme Court Simulator Design,accountability-retention-court,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.633,0.718,0.638,0.579,0.778,0.577,0.017,0.053,0.317,0.012
Supreme Court Simulator Design,emergency-restraint-court,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.637,0.718,0.642,0.576,0.787,0.608,0.018,0.006,0.308,0.013
Supreme Court Simulator Design,randomized-merits-panels,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.631,0.715,0.643,0.575,0.780,0.616,0.026,0.054,0.311,0.012
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.633,0.716,0.643,0.574,0.778,0.577,0.024,0.030,0.312,0.013
Supreme Court Simulator Design,automatic-merits-follow-up,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.633,0.716,0.642,0.575,0.783,0.597,0.023,0.010,0.311,0.012
Supreme Court Simulator Design,strong-recusal-enforcement,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.632,0.716,0.644,0.578,0.780,0.587,0.015,0.053,0.313,0.013
Supreme Court Simulator Design,jurisdiction-stripping-constraints,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.638,0.714,0.645,0.578,0.784,0.575,0.008,0.052,0.315,0.013
Supreme Court Simulator Design,legislative-override-window,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.633,0.716,0.641,0.576,0.779,0.573,0.008,0.053,0.316,0.012
Supreme Court Simulator Design,constitutional-remand,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.630,0.726,0.640,0.586,0.785,0.595,0.018,0.053,0.310,0.009
Supreme Court Simulator Design,public-interest-litigation-filter,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.633,0.716,0.644,0.574,0.778,0.577,0.017,0.054,0.310,0.013
Supreme Court Simulator Design,emergency-integrity-package,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.631,0.719,0.641,0.576,0.786,0.610,0.016,0.010,0.311,0.012
Supreme Court Simulator Design,remand-override-window-package,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.628,0.729,0.636,0.585,0.787,0.598,0.017,0.031,0.308,0.009
Supreme Court Simulator Design,panel-jurisdiction-safeguards,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.630,0.715,0.640,0.577,0.784,0.619,0.026,0.046,0.317,0.012
Supreme Court Simulator Design,council-concrete-hybrid,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.626,0.724,0.636,0.581,0.788,0.623,0.012,0.051,0.312,0.011
Supreme Court Simulator Design,judicial-electorate-selection,low-rights-risk,scd__low-rights-risk,Supreme Court Simulator Design: Low Rights Risk,0.750,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.627,0.717,0.644,0.576,0.780,0.590,0.014,0.055,0.313,0.012
Supreme Court Simulator Design,current-us-like,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.511,0.472,0.590,0.594,0.604,0.416,0.058,0.358,0.620,0.118
Supreme Court Simulator Design,term-limited-balanced,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.517,0.464,0.573,0.631,0.666,0.572,0.058,0.123,0.574,0.176
Supreme Court Simulator Design,nonpartisan-commission,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.515,0.465,0.572,0.631,0.669,0.579,0.038,0.121,0.572,0.181
Supreme Court Simulator Design,expanded-court-fifteen,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.512,0.468,0.570,0.628,0.669,0.580,0.040,0.123,0.570,0.179
Supreme Court Simulator Design,supermajority-review,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.521,0.496,0.547,0.611,0.657,0.546,0.059,0.115,0.567,0.154
Supreme Court Simulator Design,recusal-and-emergency-reform,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.514,0.466,0.573,0.631,0.667,0.577,0.059,0.120,0.572,0.180
Supreme Court Simulator Design,panel-en-banc,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.511,0.461,0.572,0.633,0.669,0.622,0.061,0.122,0.576,0.181
Supreme Court Simulator Design,cross-checking-courts,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.505,0.520,0.516,0.591,0.660,0.574,0.028,0.120,0.589,0.104
Supreme Court Simulator Design,dual-supreme-courts,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.487,0.447,0.564,0.630,0.663,0.577,0.028,0.119,0.602,0.185
Supreme Court Simulator Design,comparative-constitutional-senates,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.511,0.494,0.551,0.614,0.667,0.602,0.034,0.115,0.566,0.157
Supreme Court Simulator Design,constitutional-council,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.500,0.461,0.576,0.669,0.680,0.648,0.050,0.124,0.615,0.173
Supreme Court Simulator Design,legislative-override,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.506,0.452,0.578,0.647,0.667,0.579,0.026,0.121,0.614,0.179
Supreme Court Simulator Design,accountability-retention-court,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.509,0.462,0.548,0.657,0.665,0.573,0.042,0.121,0.605,0.176
Supreme Court Simulator Design,emergency-restraint-court,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.522,0.438,0.598,0.659,0.695,0.656,0.040,0.026,0.578,0.224
Supreme Court Simulator Design,randomized-merits-panels,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.510,0.460,0.574,0.635,0.671,0.625,0.058,0.120,0.574,0.181
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,extreme-rights-risk,scd__extreme-rights-risk,Supreme Court Simulator Design: Extreme Rights Risk,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.511,0.471,0.563,0.627,0.662,0.569,0.054,0.095,0.577,0.172
